Protein_ID,Sequence_Length,Actual_Sites,Predicted_Sites,Num_Actual_Sites,Num_Predicted_Sites,AUC,AUPR,Precision,Recall,F1
Q8PYS1,295,"[51, 54, 83, 90, 94, 99, 100, 174, 175, 212]","[51, 54, 83, 90, 94, 99, 100, 174, 175, 212]",10,10,1.0000,1.0000,1.0000,1.0000,1.0000
Q9ZPY1,198,"[42, 66]",[],2,0,0.9821,0.3750,0.0000,0.0000,0.0000
Q6AUC6,513,"[76, 79, 309, 316, 320, 350, 354, 403, 406]","[76, 79, 348]",9,3,0.9643,0.4778,0.6667,0.2222,0.3333
Q7LKZ6,669,[400],"[400, 504, 625]",1,3,1.0000,1.0000,0.3333,1.0000,0.5000
Q9N0F3,518,"[345, 352, 453]","[352, 405, 453]",3,3,0.9249,0.6751,0.6667,0.6667,0.6667
P14529,326,[151],[151],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
P06652,596,[480],[480],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q01490,203,[147],"[145, 151]",1,2,0.8267,0.0278,0.0000,0.0000,0.0000
A0A0K0JFP3,572,"[185, 239, 263, 266, 297, 331, 483]","[116, 140, 239]",7,3,0.9851,0.4215,0.3333,0.1429,0.2000
Q9ACU1,564,"[329, 334, 346, 377, 378, 380, 497, 515]","[75, 79, 82, 86, 87, 196, 199, 202, 203, 279, 329, 334, 372, 377, 380, 497, 515]",8,17,0.9744,0.4566,0.3529,0.7500,0.4800
P38694,644,"[248, 354, 389]","[354, 389]",3,2,1.0000,1.0000,1.0000,0.6667,0.8000
P86226,221,"[1, 5]",[],2,0,0.8151,0.0350,0.0000,0.0000,0.0000
P69816,106,[10],[10],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q03942,479,[324],[324],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q86AH1,640,"[460, 554, 594]","[440, 442, 460, 476, 554, 594]",3,6,1.0000,1.0000,0.5000,1.0000,0.6667
Q0E2Y1,551,"[254, 255, 312, 340, 378, 394, 413, 417, 419]",[],9,0,0.8942,0.1284,0.0000,0.0000,0.0000
Q97VT7,314,"[22, 24, 137, 170, 199, 256]","[22, 24, 137, 170, 199, 222, 256]",6,7,0.9989,0.9484,0.8571,1.0000,0.9231
Q98RC3,157,"[50, 52, 65, 67, 83]","[52, 67]",5,2,0.9829,0.8188,1.0000,0.4000,0.5714
Q8K009,923,"[128, 164, 694, 728]","[31, 128, 160, 164, 225, 254, 694, 728]",4,8,1.0000,1.0000,0.5000,1.0000,0.6667
Q338P6,329,"[163, 299]","[163, 177, 227, 299]",2,4,0.9985,0.8333,0.5000,1.0000,0.6667
P11928,367,"[64, 76, 78, 149, 211, 214, 231]","[64, 76, 78, 149, 214]",7,5,0.9968,0.8984,1.0000,0.7143,0.8333
P22751,749,"[538, 562, 563, 566, 595]","[131, 538, 562, 563, 566]",5,5,0.9927,0.8313,0.8000,0.8000,0.8000
Q8MYF1,456,"[157, 251]","[157, 251]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q9FE17,473,"[134, 142, 145, 167, 172, 253]","[134, 142, 145, 167, 172, 253]",6,6,1.0000,1.0000,1.0000,1.0000,1.0000
O94266,551,[76],"[76, 366, 403, 456, 460, 486, 528]",1,7,0.9927,0.2000,0.1429,1.0000,0.2500
O50078,540,"[187, 225, 458]","[119, 187]",3,2,0.9745,0.2525,0.5000,0.3333,0.4000
F1SYB2,517,[453],[453],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q9FMY3,341,"[51, 153]","[51, 153]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P40084,226,"[73, 78, 112, 116]","[73, 78, 112, 116]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
Q05688,640,"[306, 408]","[306, 408]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
O06995,226,"[7, 9, 23, 50, 76, 114, 145, 169, 170]","[7, 9, 145, 170]",9,4,0.9892,0.8266,1.0000,0.4444,0.6154
Q4FM31,371,"[15, 22, 148, 201, 221, 223, 247, 255, 278, 346, 355]","[15, 22, 78, 148, 201, 221, 223, 247, 249, 255, 278, 346, 352, 355]",11,14,0.9987,0.9618,0.7857,1.0000,0.8800
Q8UJ09,259,"[104, 168, 200]","[104, 138, 168, 200]",3,4,1.0000,1.0000,0.7500,1.0000,0.8571
Q9LJK1,501,"[218, 219, 226, 243]",[218],4,1,0.9562,0.5119,1.0000,0.2500,0.4000
Q940L4,649,"[385, 446, 560]","[385, 446, 560, 570]",3,4,1.0000,1.0000,0.7500,1.0000,0.8571
Q82P90,481,"[47, 162, 186, 223, 287, 321, 379, 475]","[47, 162, 223, 304]",8,4,0.9654,0.6035,0.7500,0.3750,0.5000
Q8W490,470,"[136, 224]","[136, 224]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
I6WZK7,504,"[120, 122, 161, 163, 437, 440, 442, 485, 486, 487, 491]","[120, 122, 161, 163, 437, 440, 442, 485, 486, 487, 491, 496]",11,12,0.9998,0.9924,0.9167,1.0000,0.9565
D4AJR9,457,"[130, 135]","[130, 135]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
A8FAP9,230,"[12, 14, 40, 189]","[14, 40, 163]",4,3,0.9923,0.7500,0.6667,0.5000,0.5714
P10955,505,[194],"[113, 194]",1,2,0.9980,0.5000,0.5000,1.0000,0.6667
L0DSL2,553,"[42, 45, 46, 58, 63, 66, 67, 72, 94, 97, 98, 147, 212, 215, 216, 255, 258, 259, 262, 324, 327, 328, 330, 331, 386, 388, 400, 407, 410, 411, 426, 439, 442, 443, 519]","[42, 45, 46, 58, 63, 66, 67, 72, 94, 97, 98, 212, 215, 255, 258, 259, 262, 324, 327, 328, 400, 407, 410, 411, 426, 439, 442, 443, 519]",35,29,0.9995,0.9929,1.0000,0.8286,0.9062
P50139,332,"[176, 187, 189, 192, 236, 248, 250, 271, 276]","[173, 189, 271]",9,3,0.9911,0.7141,0.6667,0.2222,0.3333
P94544,570,"[193, 195, 240, 339, 341, 371, 410, 437, 465, 526, 528]","[195, 339, 341, 346, 371, 410, 437, 465, 526, 528]",11,10,0.9974,0.9265,0.9000,0.8182,0.8571
Q7Y220,649,"[422, 483, 593]","[422, 483, 600]",3,3,0.9995,0.9167,0.6667,0.6667,0.6667
O87393,435,"[123, 125, 180, 187, 232, 236, 240, 291, 315, 320, 328, 330]","[123, 125, 175, 180, 187, 236, 303]",12,7,0.9555,0.6740,0.7143,0.4167,0.5263
Q6B516,760,"[288, 315, 320, 461, 468, 474]","[288, 315, 320, 468, 474, 736]",6,6,0.9985,0.8631,0.8333,0.8333,0.8333
P44176,274,"[8, 10, 15, 40, 65, 76, 190, 247, 249]","[8, 10, 15, 40, 65, 76, 190, 217, 247, 249]",9,10,1.0000,1.0000,0.9000,1.0000,0.9474
P23857,104,"[67, 93]",[67],2,1,0.9755,0.6429,1.0000,0.5000,0.6667
Q9FFB6,291,"[27, 29, 40, 41, 47, 50, 51, 66, 78, 81, 91, 94, 103, 106, 119, 120, 123, 126, 136, 137, 140, 143, 152, 154]","[27, 29, 47, 50, 51, 66, 91, 94, 119, 143, 152, 163, 182, 190, 202, 205, 241, 244, 259, 262]",24,20,0.9705,0.6608,0.5500,0.4583,0.5000
Q01402,233,"[93, 141, 169, 175, 186, 196, 199]","[169, 175, 199]",7,3,0.9937,0.8992,1.0000,0.4286,0.6000
G3KIM8,394,"[144, 282, 293, 377, 378]","[282, 350]",5,2,0.9589,0.4683,0.5000,0.2000,0.2857
P07003,572,"[50, 210, 292, 297, 382, 433, 460, 462, 465]","[50, 433, 460]",9,3,0.9112,0.5034,1.0000,0.3333,0.5000
P54746,877,"[14, 16, 126, 338]","[14, 16, 126, 182, 338]",4,5,1.0000,1.0000,0.8000,1.0000,0.8889
Q09693,506,"[355, 357, 419]","[357, 419]",3,2,0.9987,0.8667,1.0000,0.6667,0.8000
Q8W566,337,"[133, 135, 234, 291, 296]","[133, 135, 176, 291, 296]",5,5,0.9982,0.9250,0.8000,0.8000,0.8000
F4HWL4,748,"[564, 568, 571, 586, 626]",[564],5,1,0.9911,0.4712,1.0000,0.2000,0.3333
P82902,52,[44],"[44, 48]",1,2,1.0000,1.0000,0.5000,1.0000,0.6667
Q20443,441,"[60, 158]","[60, 158]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
O74429,920,"[123, 197, 204, 223, 260, 274, 276, 321]",[],8,0,0.9459,0.4481,0.0000,0.0000,0.0000
E1WKT5,318,"[75, 90, 110, 142, 176, 236, 278, 302]","[110, 183, 236, 274, 302]",8,5,0.8230,0.4775,0.6000,0.3750,0.4615
Q9AL94,54,"[6, 9, 39, 42]","[6, 9, 39, 42]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
Q949R4,269,"[12, 50, 173, 229]","[12, 50, 117, 173, 229]",4,5,0.9991,0.9500,0.8000,1.0000,0.8889
Q22710,414,"[154, 155, 158, 164]","[154, 155, 158, 164]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
P90518,719,"[350, 352, 364, 366, 369, 432, 433, 501, 544, 579, 586, 653]","[79, 152, 352, 364]",12,4,0.9651,0.3619,0.5000,0.1667,0.2500
P44570,241,"[160, 209, 213]","[158, 160, 209, 213]",3,4,1.0000,1.0000,0.7500,1.0000,0.8571
B2KES3,221,"[61, 131, 146, 164, 167]","[61, 131, 146, 164, 167]",5,5,1.0000,1.0000,1.0000,1.0000,1.0000
C4JUE5,349,"[52, 72, 74, 123]","[52, 72, 74, 88, 123]",4,5,0.9978,0.8042,0.8000,1.0000,0.8889
Q8VZJ9,411,"[147, 247]","[147, 247]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q93Z01,353,"[197, 250, 274]","[32, 250]",3,2,0.9886,0.6270,0.5000,0.3333,0.4000
P36069,295,"[61, 170, 254]","[60, 61, 135, 254]",3,4,0.9943,0.7917,0.5000,0.6667,0.5714
O01775,357,"[35, 137]","[35, 137]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P43154,814,"[477, 478, 481]","[477, 478, 481, 505, 549]",3,5,0.9988,0.6389,0.6000,1.0000,0.7500
B3PIB0,358,"[160, 205, 255, 333, 335]","[125, 160, 205, 255, 335]",5,5,0.9807,0.8256,0.8000,0.8000,0.8000
Q4V399,433,"[317, 322, 324, 330]","[317, 322, 324, 330]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
Q95WU5,761,"[622, 706, 738]","[622, 706, 738]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
S0DPM1,530,[464],[464],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q12305,139,[98],[98],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
A9CKY2,276,"[111, 113, 116, 191, 213, 259]","[111, 113, 115, 116, 191, 213, 259]",6,7,1.0000,1.0000,0.8571,1.0000,0.9231
P22857,394,"[54, 57, 180, 216, 219, 244, 254, 256, 285]","[54, 180, 216, 219, 244, 254, 256, 285]",9,8,0.9994,0.9798,1.0000,0.8889,0.9412
P16692,252,"[21, 23, 26, 76, 78, 80, 81, 143, 164, 222, 225]","[21, 23, 26, 76, 78, 80, 81, 143, 164, 222, 225]",11,11,1.0000,1.0000,1.0000,1.0000,1.0000
Q9U1Y5,476,"[199, 301, 322]","[199, 301]",3,2,0.9993,0.9167,1.0000,0.6667,0.8000
K0KPV8,393,"[122, 146, 296]","[122, 146, 296]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
O31544,287,"[222, 242]","[222, 242]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P10475,499,"[65, 96, 131, 169, 231, 257, 291]","[169, 257]",7,2,0.9861,0.6579,1.0000,0.2857,0.4444
Q39054,670,"[485, 486, 541, 573, 600, 607]",[242],6,1,0.9237,0.0680,0.0000,0.0000,0.0000
Q11001,990,"[357, 358, 361, 380, 444]","[182, 357, 358, 361, 380, 444]",5,6,1.0000,1.0000,0.8333,1.0000,0.9091
B5BLW5,306,"[156, 251, 281]","[114, 156, 251, 281]",3,4,1.0000,1.0000,0.7500,1.0000,0.8571
P80563,875,[175],"[11, 14, 60, 175, 744]",1,5,0.9966,0.2500,0.2000,1.0000,0.3333
A2SU30,281,"[55, 110]","[55, 110]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q2LGB3,718,"[239, 340, 358]","[239, 340]",3,2,1.0000,1.0000,1.0000,0.6667,0.8000
Q54R82,942,"[199, 297]","[199, 297, 878, 916, 918, 932]",2,6,1.0000,1.0000,0.3333,1.0000,0.5000
Q9HLE4,268,"[62, 66, 78, 87, 102, 207, 209, 230]",[66],8,1,0.9019,0.5907,1.0000,0.1250,0.2222
Q04399,608,"[100, 102, 145, 147, 452, 455, 457, 530, 531, 532, 536]","[100, 102, 145, 147, 452, 455, 457, 530, 531, 532, 536]",11,11,1.0000,1.0000,1.0000,1.0000,1.0000
A2SQW3,487,"[150, 219, 313, 346, 347]","[150, 219, 313, 346]",5,4,1.0000,1.0000,1.0000,0.8000,0.8889
Q46EH3,461,"[164, 220, 269]",[],3,0,0.9862,0.4741,0.0000,0.0000,0.0000
Q8W4N3,961,"[240, 907]","[240, 907]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P77324,318,"[108, 119, 129, 138, 157, 164, 213, 230]","[108, 112, 115, 119, 129, 138, 157, 164, 230]",8,9,0.9831,0.8681,0.7778,0.8750,0.8235
O69981,967,"[143, 188, 364, 366, 368]","[143, 188, 364, 366, 368, 377]",5,6,0.9998,0.9667,0.8333,1.0000,0.9091
P25037,809,"[110, 697]","[110, 697]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q5A961,690,"[54, 166]","[54, 166]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P37391,473,"[63, 119, 152, 155, 298, 412]","[63, 119, 152, 155, 298, 412]",6,6,1.0000,1.0000,1.0000,1.0000,1.0000
Q8N966,263,[111],"[97, 111]",1,2,1.0000,1.0000,0.5000,1.0000,0.6667
A0A140C435,397,[244],[244],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
O59272,287,"[156, 157, 191]","[7, 10, 111, 156, 157, 191, 240, 264]",3,8,0.9965,0.6389,0.3750,1.0000,0.5455
Q9AI65,453,"[149, 171, 172, 201]","[38, 111, 149, 171, 172, 201, 292]",4,7,0.9967,0.6083,0.5714,1.0000,0.7273
O60109,532,"[68, 115, 166, 168, 306, 311, 315, 352, 353, 456]","[68, 115, 168, 306, 311, 315, 352, 353, 456]",10,9,0.9990,0.9667,1.0000,0.9000,0.9474
Q84HH8,515,"[255, 294]","[255, 294, 476]",2,3,1.0000,1.0000,0.6667,1.0000,0.8000
A2QWT2,443,[215],"[215, 216, 238]",1,3,1.0000,1.0000,0.3333,1.0000,0.5000
A0A0H2WWV6,493,"[17, 59, 249, 326, 331, 383]","[19, 58, 249, 326, 331, 383]",6,6,0.9771,0.6881,0.6667,0.6667,0.6667
Q5JE80,324,"[27, 36, 39]","[27, 36, 39, 180, 273]",3,5,1.0000,1.0000,0.6000,1.0000,0.7500
P15636,653,"[262, 318, 399]","[262, 318, 399]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q54S02,182,"[46, 50, 56, 95, 99, 109, 124, 129, 165, 168]","[50, 56, 95, 124, 165, 168]",10,6,0.9971,0.9614,1.0000,0.6000,0.7500
P44679,136,[18],[18],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q8RWN7,856,"[307, 308, 763, 826]","[307, 308, 763, 826]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
Q9HU15,634,[281],[281],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q95017,166,[93],[93],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
O54259,118,"[18, 63, 67]",[],3,0,0.9913,0.8333,0.0000,0.0000,0.0000
Q9UUF3,287,[189],[189],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q9NFP1,558,"[76, 171, 203]","[76, 171, 177, 203]",3,4,1.0000,1.0000,0.7500,1.0000,0.8571
A9AWD5,521,"[311, 313]","[311, 313]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
I3RB26,270,[41],[],1,0,0.6506,0.0105,0.0000,0.0000,0.0000
Q2M405,599,[470],"[220, 260, 274, 391, 470]",1,5,1.0000,1.0000,0.2000,1.0000,0.3333
Q6FJI9,129,[94],[],1,0,0.3750,0.0123,0.0000,0.0000,0.0000
P38278,337,"[180, 201]",[201],2,1,0.9955,0.7000,1.0000,0.5000,0.6667
C4VBI7,614,"[140, 166, 321, 324]","[166, 303, 322]",4,3,0.9963,0.5179,0.3333,0.2500,0.2857
Q9RWM1,193,"[21, 64, 93]","[21, 64, 93]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
P73881,402,"[159, 283, 293, 328, 342, 346]","[75, 125, 159, 293]",6,4,0.9802,0.3729,0.5000,0.3333,0.4000
P15704,448,"[70, 101, 137, 175, 237, 263, 297]","[175, 263]",7,2,0.9929,0.7750,1.0000,0.2857,0.4444
P0AEY3,263,"[172, 175, 193, 196, 253]","[21, 39, 61, 172, 175, 230, 231]",5,7,0.9612,0.2484,0.2857,0.4000,0.3333
Q8XAC3,377,"[125, 191, 212, 223, 269]","[55, 125, 191, 212, 244, 269]",5,6,0.9941,0.7203,0.6667,0.8000,0.7273
Q9HZ00,285,"[60, 62, 104, 106]","[43, 60, 62, 78, 104, 106]",4,6,0.9991,0.9500,0.6667,1.0000,0.8000
Q8Z5I4,257,"[23, 104, 109, 128, 129, 234]","[23, 100, 109, 127, 129]",6,5,0.9701,0.5414,0.6000,0.5000,0.5455
P9WI63,399,"[48, 142]","[48, 142]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
D3JV05,285,"[70, 122, 148]","[36, 70, 122, 186]",3,4,0.9870,0.6325,0.5000,0.6667,0.5714
Q01738,773,"[83, 181, 707]","[181, 319, 707, 740]",3,4,0.9983,0.7000,0.5000,0.6667,0.5714
Q04972,425,[261],"[35, 86, 121, 154, 261]",1,5,0.9976,0.5000,0.2000,1.0000,0.3333
P49594,449,"[202, 203, 370, 415]","[202, 203, 370, 415]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
O86042,192,"[41, 43, 72]","[41, 43, 72, 165]",3,4,1.0000,1.0000,0.7500,1.0000,0.8571
O31619,336,"[7, 34, 55, 66, 81, 105, 166, 169, 181, 238, 241]","[7, 34, 55, 57, 66, 81, 105, 125, 166, 169, 181, 238, 241]",11,13,0.9989,0.9650,0.8462,1.0000,0.9167
J7FJH2,367,"[132, 139, 143, 148, 233, 234, 264, 271, 281]","[139, 143, 148, 233, 234, 267]",9,6,0.9947,0.7921,0.8333,0.5556,0.6667
Q12706,436,"[120, 215]","[120, 215]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
O34788,346,"[37, 70, 152]","[37, 70, 71, 100, 103, 110, 152]",3,7,1.0000,1.0000,0.4286,1.0000,0.6000
Q9XB59,273,"[101, 103, 104, 130, 251, 253, 263, 267]","[101, 103, 251]",8,3,0.9108,0.5497,1.0000,0.3750,0.5455
P45306,695,"[459, 470, 484]",[459],3,1,0.9658,0.6802,1.0000,0.3333,0.5000
Q8KCU0,456,"[194, 198, 201]","[194, 198, 201]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
P44888,593,[453],[453],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
